61	52	32
37	31	22
31	35	31
61	51	39
56	50	26
59	55	27
61	65	28
63	60	25
55	61	25
64	57	34
47	33	27
43	51	38
65	45	22
61	30	29
36	47	32
38	31	37
62	53	38
46	67	21
37	31	35
64	64	31
56	39	34
39	42	39
42	30	22
48	41	25
36	32	36
49	49	25
37	35	20
56	53	32
67	64	33
43	60	38
47	44	31
55	68	33
57	39	22
30	48	35
31	49	21
66	47	36
54	60	23
66	53	37
63	68	22
32	49	33
55	50	33
63	33	25
32	31	39
52	50	36
55	66	24
45	30	36
34	65	37
48	30	24
34	41	32
43	37	21
30	34	37
61	54	31
59	60	27
60	41	36
58	43	28
58	33	25
63	50	38
58	56	23
67	30	28
66	38	31
32	55	20
57	42	26
52	40	21
39	41	37
44	31	38
45	50	34
43	64	25
42	60	32
67	32	37
44	38	24
56	56	38
45	61	38
62	58	28
32	56	25
50	56	31
37	59	35
58	34	30
45	65	22
56	37	36
46	47	25
62	41	20
33	60	35
40	53	23
53	39	34
61	69	35
66	45	32
44	55	37
54	49	31
61	64	24
67	50	37
37	45	33
30	67	33
37	47	20
51	30	32
39	65	25
52	57	29
54	59	34
57	67	38
60	65	23
69	52	23
63	54	34
58	61	29
65	63	31
35	44	33
60	38	21
63	64	25
41	68	25
42	61	30
31	45	23
41	37	36
34	62	20
63	67	26
60	35	38
36	31	33
67	48	39
37	67	34
62	52	25
40	59	30
43	64	22
56	67	35
59	60	37
65	30	20
65	49	27
55	39	32
45	40	32
59	31	25
41	32	28
67	54	34
48	58	24
35	32	32
37	47	20
41	33	31
64	54	29
63	55	28
55	53	30
66	66	21
30	55	31
57	37	34
48	31	22
38	32	30
52	61	27
54	65	33
51	60	23
49	37	37
49	56	35
41	33	24
46	60	38
40	61	37
67	41	38
53	41	35
40	32	29
34	36	37
31	49	24
34	39	21
69	54	28
56	47	24
57	59	26
69	34	23
32	47	31
62	61	23
59	47	35
61	58	27
38	60	35
33	65	29
64	39	36
53	42	34
68	46	33
53	47	38
69	66	39
37	54	37
38	31	38
48	31	23
39	40	30
37	51	35
68	59	22
63	47	26
59	57	23
49	33	29
63	34	37
47	64	39
65	30	31
32	64	35
69	40	33
69	32	30
41	38	36
38	61	28
69	64	23
43	63	32
52	61	33
68	39	35
48	34	26
44	57	24
39	39	34
67	49	30
66	58	23
58	43	33
34	32	34
61	59	31
54	53	20
49	41	36
51	41	30
40	46	33
68	67	39
54	57	21
41	59	20
65	45	32
34	32	32
39	47	37
62	53	31
52	56	28
47	41	33
68	46	20
38	65	38
62	55	34
43	42	26
32	30	38
51	39	22
62	46	33
60	69	33
48	60	34
69	61	31
51	36	22
34	55	30
66	39	33
31	68	25
59	47	37
50	50	28
67	34	37
63	55	26
38	31	25
63	41	27
46	68	33
69	33	39
30	49	37
39	46	31
69	59	25
67	63	35
44	61	30
43	53	27
31	30	36
44	52	34
37	42	38
60	31	37
43	38	38
40	42	28
55	55	25
56	57	24
68	38	24
60	40	36
51	49	37
63	51	27
62	30	30
51	34	21
62	55	31
41	51	30
40	67	24
46	36	39
54	30	30
35	52	20
38	43	32
46	57	30
39	49	21
57	32	25
39	61	35
60	49	34
46	52	27
47	33	32
58	60	26
59	34	25
33	58	35
38	30	39
47	41	23
57	34	29
48	42	29
57	46	35
68	58	36
61	35	24
62	67	23
57	31	30
47	34	36
43	57	37
51	40	29
61	64	34
35	65	23
45	63	30
46	40	38
42	33	35
50	61	20
35	40	38
40	65	23
45	50	36
37	61	36
39	68	22
47	45	37
38	68	27
68	63	32
67	47	25
32	47	24
66	47	27
49	68	35
45	32	36
64	52	38
67	41	27
34	59	34
61	40	26
66	61	37
59	41	38
59	66	22
35	55	33
38	40	22
43	55	35
42	32	30
32	53	34
