34	24	36
22	28	66
32	31	61
36	24	53
36	20	35
38	39	64
28	28	44
35	29	48
36	23	67
39	24	35
33	29	33
21	22	38
28	29	69
34	39	65
29	29	68
37	33	58
35	31	45
25	28	47
28	39	59
28	27	62
26	23	34
21	25	61
26	22	44
22	23	64
24	22	52
37	36	33
24	26	41
32	21	39
38	22	59
26	22	30
25	30	45
23	21	68
38	34	30
39	32	33
28	29	39
39	37	47
26	39	39
37	35	59
29	23	66
31	34	37
27	25	38
39	23	50
25	32	39
33	22	43
36	38	40
27	21	42
34	35	61
27	21	55
32	33	66
35	23	52
23	38	59
30	30	65
26	21	52
38	21	64
33	31	54
33	20	66
39	32	54
22	39	50
24	20	65
30	32	45
30	35	45
25	39	69
29	22	66
30	35	30
38	27	56
21	24	43
35	35	60
21	39	49
31	35	41
32	21	66
39	26	59
37	27	60
32	29	50
29	35	60
22	21	42
21	34	64
32	36	64
24	30	39
25	32	45
33	28	55
24	33	33
21	37	31
38	24	54
31	37	60
22	31	49
31	28	65
39	35	66
35	34	36
34	30	38
26	25	34
29	38	47
27	22	54
34	20	60
25	28	55
35	23	63
20	34	39
32	27	43
32	28	64
30	30	56
35	26	51
26	30	66
23	22	31
37	27	66
23	34	50
30	25	58
26	33	32
21	23	33
34	31	40
20	36	41
27	27	44
39	32	34
37	24	60
21	32	40
38	26	51
29	39	48
32	24	65
37	38	56
24	32	34
21	30	42
39	32	47
39	36	46
29	22	40
35	34	42
32	31	36
32	25	39
36	20	60
33	37	50
33	33	66
21	20	59
38	37	36
23	28	69
22	22	37
37	20	38
21	24	61
20	37	39
37	39	59
20	29	69
34	37	34
32	36	68
26	36	56
28	31	54
26	33	31
23	22	67
32	32	57
24	33	35
38	39	51
31	26	30
35	36	34
35	20	47
39	27	50
30	25	65
30	35	36
27	39	35
36	25	53
30	26	37
26	34	65
30	21	55
35	38	54
37	39	44
34	35	48
24	37	39
21	31	52
30	37	37
21	39	41
35	29	67
31	30	61
22	39	37
30	27	50
22	26	38
36	39	66
34	20	63
28	36	51
30	29	33
31	29	42
24	31	69
29	27	34
26	29	53
32	31	58
30	31	34
39	32	46
32	37	68
37	39	36
25	34	40
25	26	33
27	24	65
39	20	59
33	29	68
30	33	43
37	36	58
27	37	32
35	29	59
21	33	66
21	32	38
20	28	68
27	30	39
22	36	63
22	21	56
37	37	64
32	29	68
30	21	53
30	23	45
34	38	66
35	29	63
30	27	33
25	22	40
21	29	44
29	22	48
28	38	54
27	32	38
27	37	52
38	23	60
35	31	52
29	20	69
33	27	47
23	37	38
37	21	69
34	25	35
23	38	55
35	28	43
35	35	59
36	20	32
39	35	66
32	34	51
37	31	61
36	25	63
21	30	68
25	39	36
35	24	35
31	23	54
27	26	46
29	35	46
37	29	48
32	27	52
22	29	67
21	26	44
21	24	66
26	29	63
37	21	69
38	24	64
24	28	59
25	26	64
37	26	55
24	39	67
20	25	35
30	30	59
25	36	57
34	22	56
25	25	58
29	23	34
25	39	59
30	34	66
36	27	58
27	34	49
22	37	58
28	37	38
27	38	55
21	36	40
28	39	55
33	34	35
33	28	55
27	21	69
27	37	45
24	39	39
34	39	59
36	23	52
25	21	32
36	38	69
31	32	45
38	38	30
28	37	39
23	32	69
38	25	39
23	34	53
37	30	47
20	31	56
26	39	41
21	33	48
35	38	44
38	33	61
26	36	52
33	38	47
34	23	44
30	21	64
25	21	54
34	36	33
32	26	51
34	34	35
27	27	67
22	30	65
32	32	39
23	33	57
39	36	56
37	28	30
20	25	56
20	27	49
25	23	30
37	20	40
29	32	63
34	37	66
32	24	65
38	32	51
28	38	38
36	31	34
21	20	35
35	38	64
36	37	48
26	33	59
23	31	36
37	20	37
25	36	62
37	20	69
31	39	31
37	39	61
34	21	40
37	24	50
25	21	65
36	24	55
32	21	58
30	38	67
39	23	67
33	35	69
33	31	38
20	37	52
24	26	66
20	39	55
25	23	58
27	35	37
20	25	56
24	21	58
26	21	33
26	25	34
22	23	41
32	30	57
26	21	64
39	20	57
23	34	44
34	21	46
20	20	62
34	32	41
39	23	67
32	26	41
22	31	61
24	37	62
31	29	48
33	33	48
29	39	34
38	22	53
36	24	33
21	36	61
38	23	66
31	32	63
39	35	50
24	22	66
39	38	32
24	33	57
25	39	49
20	27	30
30	21	52
24	25	34
27	28	52
26	36	61
27	27	65
33	28	49
32	22	52
34	33	66
30	35	50
34	33	38
25	27	50
27	22	48
35	37	51
23	26	50
38	29	51
32	24	47
24	30	39
30	22	55
32	31	57
37	29	35
30	31	62
20	27	51
20	23	30
31	37	53
31	31	61
22	25	54
36	36	43
28	25	41
37	22	31
28	29	37
23	30	45
31	21	30
24	28	47
37	34	53
38	37	40
24	20	33
31	38	60
26	36	56
22	30	48
30	22	45
25	28	57
37	37	45
20	21	30
28	20	36
28	31	52
21	30	63
20	38	66
24	33	34
31	30	39
39	29	43
25	36	57
35	21	36
29	30	65
39	31	52
23	27	68
36	24	49
24	36	53
29	31	36
28	25	53
24	37	65
21	32	34
31	37	53
29	28	38
22	20	65
20	27	57
20	31	48
27	22	42
22	33	59
20	28	51
23	28	37
20	22	33
21	22	43
25	37	47
34	30	61
38	27	67
29	32	67
31	34	54
29	26	53
26	35	39
36	29	57
28	24	52
34	23	44
32	39	65
31	28	41
27	35	49
21	33	42
23	27	62
28	21	68
30	24	48
35	37	43
31	26	43
37	25	66
20	30	54
35	27	36
38	23	59
37	23	32
24	23	58
21	35	36
39	31	44
38	20	39
34	37	54
29	37	52
30	25	39
23	38	54
20	27	32
29	38	40
25	24	53
25	38	32
33	37	45
23	20	69
32	33	33
38	33	40
24	24	55
34	22	65
22	37	30
26	22	30
31	22	47
30	28	51
30	38	57
30	23	57
31	36	58
21	25	54
27	37	66
27	36	61
32	22	40
24	27	31
21	36	47
39	24	30
23	36	44
27	29	65
36	25	35
38	22	50
21	23	33
37	31	33
25	20	48
36	35	49
31	35	48
25	30	66
21	33	37
39	22	46
38	20	67
22	32	42
22	29	32
22	34	59
20	23	40
22	31	32
38	25	55
20	37	55
22	34	65
20	36	65
26	35	57
24	36	60
24	23	54
35	39	50
21	38	37
24	39	44
30	29	33
22	37	30
23	21	46
33	21	37
21	26	45
26	31	60
27	23	64
31	32	53
22	27	51
28	34	54
31	20	51
24	37	49
39	31	44
30	34	69
28	29	60
20	21	47
38	39	41
37	27	53
38	21	30
22	21	54
36	34	62
30	26	38
21	26	39
35	23	37
33	20	49
28	25	64
26	25	52
22	38	58
21	33	58
22	27	41
21	22	67
34	28	41
39	34	39
27	27	62
36	38	32
31	20	37
23	25	50
37	27	34
24	24	45
27	36	54
25	25	60
20	37	67
28	27	49
21	28	35
33	38	50
23	25	57
20	32	34
35	22	52
32	31	58
24	20	54
24	37	35
37	36	54
38	26	45
31	22	60
21	38	60
34	36	34
30	20	41
30	25	34
38	34	52
34	37	60
22	34	39
28	31	67
32	30	36
23	33	34
27	30	39
30	26	32
21	32	67
32	39	56
34	21	54
20	31	64
38	29	69
33	24	48
39	25	47
21	22	65
20	39	57
26	36	62
29	25	57
26	34	44
36	39	68
37	30	40
29	32	66
34	26	37
27	34	46
20	35	33
23	33	41
35	37	59
33	35	49
31	36	55
27	21	65
26	25	51
31	20	37
30	33	31
32	34	55
20	22	53
34	38	62
26	31	44
21	25	39
31	38	64
34	39	47
32	23	67
26	36	37
30	31	41
38	26	51
23	34	69
27	38	33
20	34	50
23	20	58
36	24	32
34	28	63
35	33	41
39	20	31
35	30	52
38	24	44
33	23	65
29	39	32
36	34	33
35	22	64
26	31	62
20	22	63
33	26	48
34	34	45
33	24	39
28	35	58
24	35	52
32	30	39
32	28	57
22	22	38
22	20	32
32	26	40
21	39	50
20	23	60
21	30	47
35	31	61
25	28	33
26	31	59
24	38	30
32	28	58
32	34	53
29	37	60
39	37	47
39	27	56
22	24	62
39	33	61
33	31	57
20	35	30
25	38	62
33	39	53
29	23	30
24	29	42
32	30	38
36	39	43
34	38	38
36	38	47
22	25	38
20	23	37
32	22	34
26	27	34
20	33	50
32	34	51
30	35	45
23	28	66
24	38	60
34	37	35
24	35	44
22	29	67
24	36	40
27	25	38
38	24	59
20	26	52
27	26	46
37	20	62
33	29	54
39	39	55
36	31	61
23	29	37
30	28	39
24	29	52
29	33	69
30	27	46
25	24	46
21	20	63
36	23	59
22	34	45
26	35	43
32	31	36
25	25	58
26	24	36
26	26	53
35	27	54
34	25	69
32	20	55
33	21	38
24	28	37
39	39	38
36	28	62
36	35	60
25	28	62
21	31	49
33	35	36
30	29	53
34	28	67
20	38	55
38	28	55
34	26	31
24	34	51
37	38	31
37	21	40
35	27	48
22	30	30
24	34	30
21	36	51
37	37	60
35	26	62
34	23	57
26	26	57
21	26	69
34	37	51
39	27	55
24	32	56
27	33	40
33	26	49
35	35	50
37	30	38
35	35	60
22	24	61
22	22	57
21	38	36
38	32	64
29	32	65
23	21	35
22	38	38
35	27	54
21	31	58
33	34	38
20	25	56
33	24	69
20	22	35
30	37	62
38	20	59
29	30	49
35	37	39
30	29	30
33	20	67
26	30	37
29	23	36
28	29	41
29	21	32
33	29	44
31	37	46
21	21	50
29	31	49
33	28	45
29	20	62
20	32	44
20	28	38
21	29	40
36	34	48
31	34	39
33	26	69
38	23	49
28	20	44
33	33	42
30	29	59
27	25	39
29	33	44
23	24	68
37	20	40
20	27	53
27	39	67
37	34	66
32	34	68
23	25	48
36	35	62
29	32	45
33	34	51
28	35	44
38	24	42
31	27	50
35	20	42
37	24	47
39	27	69
27	20	58
28	22	55
31	30	34
24	21	33
32	25	49
35	25	43
22	35	62
27	35	56
32	31	52
25	35	36
20	27	37
36	30	48
28	36	63
29	33	46
31	28	46
28	20	42
33	27	55
27	21	54
24	32	62
32	28	41
25	24	54
30	28	30
26	26	67
35	30	65
20	36	47
34	31	52
24	36	42
31	25	67
26	22	35
32	31	66
26	35	35
33	29	42
33	33	63
32	24	63
25	22	54
24	26	58
30	32	68
29	27	48
30	33	32
24	31	59
31	21	38
32	33	58
34	34	57
30	21	56
30	24	38
22	32	45
39	23	43
34	22	42
38	36	44
36	22	36
22	22	50
22	35	66
36	21	50
23	26	63
23	32	69
34	37	30
23	27	52
20	39	67
23	25	38
28	24	66
38	30	45
33	29	33
36	33	47
26	21	32
25	21	57
27	39	69
32	29	40
33	25	67
36	24	55
22	27	42
33	25	65
29	38	41
33	37	30
36	27	69
29	20	34
23	38	34
27	27	44
21	34	35
23	30	47
21	37	65
32	25	37
20	27	37
26	38	52
23	32	56
33	26	42
24	39	38
22	29	53
37	38	48
39	35	57
35	39	68
32	28	40
25	30	66
28	37	65
39	30	52
31	22	33
31	36	53
20	38	63
34	22	33
25	25	58
27	36	32
27	35	65
30	26	55
22	30	53
36	37	52
28	23	48
34	25	40
27	30	41
24	25	60
37	35	62
31	20	39
21	26	59
31	33	60
27	28	35
33	34	50
30	37	57
21	31	65
25	33	39
23	23	52
28	21	54
29	22	31
24	25	49
24	33	62
26	20	68
20	36	63
37	31	46
20	23	64
25	37	52
35	36	52
39	21	53
25	22	47
39	24	65
23	22	48
28	38	42
20	29	42
39	36	58
24	31	54
27	24	46
25	25	42
39	29	39
30	36	44
25	28	57
34	32	35
26	23	38
29	26	39
20	35	37
35	21	35
24	31	60
28	24	63
20	22	30
29	34	52
20	28	52
22	29	54
31	24	31
35	20	35
38	22	68
39	29	46
26	22	68
30	35	44
37	38	41
34	27	63
32	20	46
21	30	30
31	36	37
31	21	57
30	35	41
36	27	65
25	35	32
37	33	59
39	25	58
38	26	60
24	25	49
28	26	61
34	25	41
23	38	57
27	28	48
28	25	55
22	23	42
27	24	37
28	25	65
26	32	41
38	36	40
26	29	47
32	37	48
22	23	63
30	29	45
33	32	67
22	30	32
34	21	59
35	25	38
34	32	30
25	32	62
30	22	50
37	28	58
20	29	49
24	36	58
27	28	54
26	38	31
38	39	36
20	23	69
23	36	32
35	24	66
26	21	66
26	25	66
37	36	51
31	23	35
38	38	41
