28	40	28
39	49	23
20	52	25
30	34	22
29	36	24
26	50	22
22	28	39
26	59	26
25	58	21
20	23	26
34	39	23
38	26	39
36	25	33
22	52	39
26	39	31
26	56	33
39	25	34
39	39	35
24	47	25
27	47	26
33	24	32
29	47	28
37	58	24
20	34	20
36	57	23
33	48	22
29	48	26
28	58	30
39	45	28
20	51	39
25	58	38
36	44	34
21	47	26
31	45	29
39	41	27
38	45	31
28	23	24
31	48	26
25	29	21
33	56	26
36	23	30
31	46	33
33	47	23
38	31	22
31	22	28
26	46	27
25	36	25
33	46	34
31	37	23
21	55	37
34	23	21
34	55	38
31	59	20
25	46	39
35	54	34
31	51	35
33	40	38
29	36	23
35	47	25
22	29	38
39	27	39
22	33	26
31	49	35
32	52	36
37	51	33
36	59	25
39	59	33
28	23	25
21	28	32
21	27	20
28	58	35
38	58	22
28	43	22
35	59	24
22	20	38
31	27	37
28	49	20
32	45	39
24	33	39
22	46	31
39	37	37
35	56	28
20	57	26
35	25	31
24	51	30
20	57	35
30	42	34
26	36	32
24	55	34
34	20	27
28	32	21
31	52	38
36	47	21
32	26	30
32	36	33
34	58	39
36	38	34
39	23	24
33	23	29
22	41	30
22	25	20
35	46	34
34	30	25
21	59	29
26	47	31
36	34	20
37	33	38
28	41	34
20	55	24
38	39	20
22	53	28
34	51	37
38	45	23
21	27	36
20	46	24
35	25	25
27	42	28
24	38	34
34	27	23
35	56	28
31	27	29
37	59	22
28	30	25
21	31	24
39	49	33
24	30	36
35	58	32
24	50	25
30	36	38
39	58	29
33	59	37
21	33	22
22	26	37
28	28	31
30	33	31
25	22	31
39	31	35
31	40	24
37	43	28
20	23	37
37	39	36
33	59	21
37	51	33
28	32	20
37	46	22
38	37	27
25	52	38
37	32	30
27	36	34
28	36	34
25	47	22
31	44	36
22	54	34
24	32	25
33	48	36
23	59	21
21	28	30
21	46	29
26	58	27
36	31	23
20	32	31
28	39	39
37	54	35
29	34	32
34	43	21
35	43	28
35	39	33
30	58	24
21	36	32
21	49	31
29	54	31
26	44	35
28	37	28
23	31	28
30	52	31
33	45	29
38	23	25
20	43	34
23	22	24
30	33	24
27	53	21
38	43	29
20	44	27
27	49	38
27	21	31
25	34	22
34	58	35
22	32	23
32	58	35
39	36	22
21	41	23
30	48	35
21	45	22
28	34	39
23	56	24
29	22	24
25	58	25
29	55	30
22	27	27
21	47	22
