56	39	37
48	47	31
51	32	22
56	52	24
64	33	37
57	48	32
45	54	28
48	58	39
62	69	30
63	54	24
65	67	33
63	44	38
38	38	37
37	69	33
42	63	24
44	35	37
47	67	32
32	66	31
55	30	22
64	69	26
55	42	22
54	48	24
64	56	35
62	53	24
43	61	23
59	48	22
42	56	32
47	55	23
48	53	23
66	51	31
38	48	26
56	34	27
40	58	33
30	46	28
32	69	33
52	53	30
33	42	24
52	35	22
44	55	28
59	42	38
48	61	26
46	59	24
64	64	28
66	58	23
41	39	25
41	36	35
38	67	24
64	53	38
67	69	31
43	69	32
53	53	39
34	44	29
60	39	29
46	38	24
36	39	22
51	56	39
60	69	23
49	66	38
38	42	29
32	49	23
59	57	24
65	62	36
63	66	35
58	51	39
64	62	22
68	64	37
53	61	27
46	40	33
56	38	24
68	64	28
53	32	28
38	59	36
36	40	27
47	48	32
60	69	38
53	54	38
56	49	23
31	62	38
67	30	29
48	56	38
48	62	28
54	38	20
63	42	30
52	36	38
65	62	24
68	67	20
63	40	34
33	53	37
64	68	21
49	31	38
47	31	25
34	69	30
65	67	39
46	47	39
55	62	22
58	54	30
58	57	38
42	67	30
57	55	20
66	45	39
